日ID,日序,周次,阶段,Primary LQ,Secondary LQ,周次功能,核心生命问题,生命痛点,今日核心经文,P证据,L证据,J证据,NT-DIS原则,一句话主题,日类型,每日核心信息,今日反思入口,今日自我选择,今日实践,关系/伙伴反馈,使命连接,生命果子,证据等级,内容状态
W15D07,7,15,II 重新连接,LQ04,LQ05,在看不见中相信,我怎样面对看不见的神？,希望先看清结果、理由和证据，再决定是否继续。,约14：1-6,罗8：24-28,路9：18-27,约14：1-6,疑问→信靠→跟随,看不清结果，也可以继续跟随。,回顾,回顾这一周：我有没有从这个生命问题走出一点新的方向？下一步只保留一个继续操练的重点。,这周什么真的改变了一点？什么仍需要继续？,这一周我更像：①没有变化 ②有一个小变化 ③准备继续,写下“一个改变、一个未完成、一个下一步”。,伙伴允许问题存在，同时问“你今天如何跟随？”,把这一周的学习带进下一周，而不是停在课程结束。,从要求确定转向信靠,A,待编写
W16D01,1,16,II 重新连接,LQ05,—,一起生活,为什么人在群体中仍然孤独？,一起出现不等于彼此知道、彼此承担。,徒2：42-47,罗12：4-5,路24：13-35,约13：34-35,连接→分享→承担,真正的群体不是一起出现，而是一起生活。,看见,先看见自己正在经历的“为什么人在群体中仍然孤独？”，不用急着改变，先辨认它在生活中什么时候出现。,今天什么时候最容易出现这个问题：“为什么人在群体中仍然孤独？”？,我今天更像：①没有留意 ②已经看见 ③正在面对,记录一次真实场景，只写“发生了什么”，不急着评价自己。,可以只分享一个真实场景，不解释、不辩护。,先让福音进入自己的真实生活。,从出席群体转向参与共同生活,A,待编写
W16D02,2,16,II 重新连接,LQ05,—,一起生活,为什么人在群体中仍然孤独？,一起出现不等于彼此知道、彼此承担。,罗12：4-5,罗12：4-5,路24：13-35,约13：34-35,连接→分享→承担,真正的群体不是一起出现，而是一起生活。,挖根,今天往里走一步：当“为什么人在群体中仍然孤独？”出现时，我最怕失去、最想抓住或最想证明的是什么？,如果暂时不急着解决，我真正担心的是什么？,我目前更像：①被反应推着走 ②开始辨认根源 ③愿意停下来,为今天发现的根源写下一句话：我真正害怕/抓住/证明的是______。,伙伴只问“你发现了什么？”，不急着给答案。,把自己的发现带进一个具体关系。,从出席群体转向参与共同生活,A,待编写
W16D03,3,16,II 重新连接,LQ05,—,一起生活,为什么人在群体中仍然孤独？,一起出现不等于彼此知道、彼此承担。,徒2：42-47,罗12：4-5,路24：13-35,约13：34-35,连接→分享→承担,真正的群体不是一起出现，而是一起生活。,回经文,回到徒2：42-47：不要只问“这段经文说了什么”，也问“它正在重新怎样解释我的生活？”,这段经文有没有一句话，正在挑战我对“为什么人在群体中仍然孤独？”的原有理解？,经文今天对我更像：①有距离 ②击中一点 ③需要回应,用徒2：42-47安静5分钟，记下一句最需要带进生活的话。,小组分享一句经文如何进入自己的生活。,让经文从理解变成生活选择。,从出席群体转向参与共同生活,A,待编写
W16D04,4,16,II 重新连接,LQ05,—,一起生活,为什么人在群体中仍然孤独？,一起出现不等于彼此知道、彼此承担。,路24：13-35,罗12：4-5,路24：13-35,约13：34-35,连接→分享→承担,真正的群体不是一起出现，而是一起生活。,对照,把自己的旧习惯与新约的方向放在一起看：真正的群体不是一起出现，而是一起学习、一起分享、一起承担。,我现在的做法，与今天看见的福音方向差在哪里？,我目前更像：①仍按旧标准生活 ②开始调整 ③已经在实践,做一个小调整，方向是：真正的群体不是一起出现，而是一起生活。,伙伴帮助辨认差距，不评判属灵程度。,让生命方向影响家庭、工作或群体。,从出席群体转向参与共同生活,A,待编写
W16D05,5,16,II 重新连接,LQ05,—,一起生活,为什么人在群体中仍然孤独？,一起出现不等于彼此知道、彼此承担。,约13：34-35,罗12：4-5,路24：13-35,约13：34-35,连接→分享→承担,真正的群体不是一起出现，而是一起生活。,行动,把今天的回应缩小成一个可执行动作：安排一次至少30分钟的无事务交流。,今天我能做哪一个小而真实的改变？,今天的行动更像：①还没做 ②做了一点 ③认真完成了,今天完成一个“小步行动”：安排一次至少30分钟的无事务交流。,伙伴只追踪一个具体行动有没有发生。,一个小行动，就是生命果子的起点。,从出席群体转向参与共同生活,A,待编写
W16D06,6,16,II 重新连接,LQ05,—,一起生活,为什么人在群体中仍然孤独？,一起出现不等于彼此知道、彼此承担。,罗12：4-5,罗12：4-5,路24：13-35,约13：34-35,连接→分享→承担,真正的群体不是一起出现，而是一起生活。,关系与传递,把生命放进关系里：今天谁会因为我的选择而受益、受伤或得到安慰？,我的选择会怎样影响身边一个具体的人？,在关系里我更像：①只顾自己 ②开始留意别人 ③主动做了一件事,把今天的行动带进一个真实关系；伙伴练习不急着解决问题，只先倾听。,我是不是一直只让别人看见我想让他们看见的一面？,形成可以彼此求助的网络,从出席群体转向参与共同生活,A,待编写
W16D07,7,16,II 重新连接,LQ05,—,一起生活,为什么人在群体中仍然孤独？,一起出现不等于彼此知道、彼此承担。,徒2：42-47,罗12：4-5,路24：13-35,约13：34-35,连接→分享→承担,真正的群体不是一起出现，而是一起生活。,回顾,回顾这一周：我有没有从这个生命问题走出一点新的方向？下一步只保留一个继续操练的重点。,这周什么真的改变了一点？什么仍需要继续？,这一周我更像：①没有变化 ②有一个小变化 ③准备继续,写下“一个改变、一个未完成、一个下一步”。,伙伴练习不急着解决问题，只先倾听。,把这一周的学习带进下一周，而不是停在课程结束。,从出席群体转向参与共同生活,A,待编写
W17D01,1,17,II 重新连接,LQ05,—,学习爱人,怎样在爱中建立真实关系？,期待别人先改变、先理解、先主动。,约13：34-35,罗12：9-10,路10：25-37,约13：34-35,看见→主动→付代价,真实关系从自己先学习基督的爱开始。,看见,先看见自己正在经历的“怎样在爱中建立真实关系？”，不用急着改变，先辨认它在生活中什么时候出现。,今天什么时候最容易出现这个问题：“怎样在爱中建立真实关系？”？,我今天更像：①没有留意 ②已经看见 ③正在面对,记录一次真实场景，只写“发生了什么”，不急着评价自己。,可以只分享一个真实场景，不解释、不辩护。,先让福音进入自己的真实生活。,从被满足转向主动去爱,A,待编写
W17D02,2,17,II 重新连接,LQ05,—,学习爱人,怎样在爱中建立真实关系？,期待别人先改变、先理解、先主动。,罗12：9-10,罗12：9-10,路10：25-37,约13：34-35,看见→主动→付代价,真实关系从自己先学习基督的爱开始。,挖根,今天往里走一步：当“怎样在爱中建立真实关系？”出现时，我最怕失去、最想抓住或最想证明的是什么？,如果暂时不急着解决，我真正担心的是什么？,我目前更像：①被反应推着走 ②开始辨认根源 ③愿意停下来,为今天发现的根源写下一句话：我真正害怕/抓住/证明的是______。,伙伴只问“你发现了什么？”，不急着给答案。,把自己的发现带进一个具体关系。,从被满足转向主动去爱,A,待编写
W17D03,3,17,II 重新连接,LQ05,—,学习爱人,怎样在爱中建立真实关系？,期待别人先改变、先理解、先主动。,约13：34-35,罗12：9-10,路10：25-37,约13：34-35,看见→主动→付代价,真实关系从自己先学习基督的爱开始。,回经文,回到约13：34-35：不要只问“这段经文说了什么”，也问“它正在重新怎样解释我的生活？”,这段经文有没有一句话，正在挑战我对“怎样在爱中建立真实关系？”的原有理解？,经文今天对我更像：①有距离 ②击中一点 ③需要回应,用约13：34-35安静5分钟，记下一句最需要带进生活的话。,小组分享一句经文如何进入自己的生活。,让经文从理解变成生活选择。,从被满足转向主动去爱,A,待编写
W17D04,4,17,II 重新连接,LQ05,—,学习爱人,怎样在爱中建立真实关系？,期待别人先改变、先理解、先主动。,路10：25-37,罗12：9-10,路10：25-37,约13：34-35,看见→主动→付代价,真实关系从自己先学习基督的爱开始。,对照,把自己的旧习惯与新约的方向放在一起看：真实关系不是靠性格相投或利益交换，而是从基督的爱开始，学习主动、真实与舍己。,我现在的做法，与今天看见的福音方向差在哪里？,我目前更像：①仍按旧标准生活 ②开始调整 ③已经在实践,做一个小调整，方向是：真实关系从自己先学习基督的爱开始。,伙伴帮助辨认差距，不评判属灵程度。,让生命方向影响家庭、工作或群体。,从被满足转向主动去爱,A,待编写
W17D05,5,17,II 重新连接,LQ05,—,学习爱人,怎样在爱中建立真实关系？,期待别人先改变、先理解、先主动。,约13：34-35,罗12：9-10,路10：25-37,约13：34-35,看见→主动→付代价,真实关系从自己先学习基督的爱开始。,行动,把今天的回应缩小成一个可执行动作：本周先主动一次，而不是等待对方先来。,今天我能做哪一个小而真实的改变？,今天的行动更像：①还没做 ②做了一点 ③认真完成了,今天完成一个“小步行动”：本周先主动一次，而不是等待对方先来。,伙伴只追踪一个具体行动有没有发生。,一个小行动，就是生命果子的起点。,从被满足转向主动去爱,A,待编写
W17D06,6,17,II 重新连接,LQ05,—,学习爱人,怎样在爱中建立真实关系？,期待别人先改变、先理解、先主动。,罗12：9-10,罗12：9-10,路10：25-37,约13：34-35,看见→主动→付代价,真实关系从自己先学习基督的爱开始。,关系与传递,把生命放进关系里：今天谁会因为我的选择而受益、受伤或得到安慰？,我的选择会怎样影响身边一个具体的人？,在关系里我更像：①只顾自己 ②开始留意别人 ③主动做了一件事,把今天的行动带进一个真实关系；伙伴问“你主动做了什么？”,我最常把“爱”理解成感觉，还是行动？,让主动爱人成为群体习惯,从被满足转向主动去爱,A,待编写
